CommunityID	SubCommunityID	RefID	DocID	DocLable	Title	Year	Citation	DE-Keywords	ID-Keywords	Abstract
3	2	10771	362	Swink M, J OPER MANAG, 2007	Managing beyond the factory walls: Effects of four types of strategic integration on manufacturing plant performance	2007	87	manufacturing strategy; integration; empirical methods	QUALITY MANAGEMENT-PRACTICES; SUPPLY CHAIN; COMPETITIVE ADVANTAGE; OPERATIONS STRATEGY; ORGANIZATIONAL PERFORMANCE; PRODUCTION COMPETENCE; DYNAMIC CAPABILITIES; BUSINESS PERFORMANCE; PRODUCT DEVELOPMENT; FLEXIBILITY	In this paper we focus on the integration of strategic objectives and process knowledge that a manufacturing factory collects from its external interfaces. Using data from a variety of manufacturing industries, this study examines four different types of strategic integration at the manufacturing plant level. We use a path analytic approach to simultaneously assess the contributions of the various types of integration to manufacturing-based competitive capabilities and business level performance. In addition, we examine the intervening roles that manufacturing-based competitive capabilities play in mediating the relationships between strategic integration and business performance. We find that each type of integration activity has unique benefits and detriments. These findings extend prior studies of manufacturing and supply chain integration by broadening the theory relating to strategic integration. The results also provide implications for manufacturing managers who seek to design integration policies and associated resource deployments. (c) 2006 Elsevier B.V. All rights reserved.
3	2	10771	368	Sousa R, J OPER MANAG, 2008	Contingency research in operations management practices	2008	90	Contingency research; Best practice; Contingency theory	TOTAL QUALITY MANAGEMENT; TOTAL PRODUCTIVE MAINTENANCE; MANUFACTURING STRATEGY; COMPETITIVE ADVANTAGE; WORLD-CLASS; ORGANIZATIONAL-EFFECTIVENESS; STRUCTURAL-CONTINGENCY; TQM IMPLEMENTATION; EMPIRICAL-RESEARCH; PLATFORM STRATEGY	As operations management (OM) best practices have become mature, research on practices has begun to shift its interest from the justification of the value of those practices to the understanding of the contextual conditions under which they are effective-OM practice contingency research (OM PCR). This article sets out to examine and critique the current state of OM PCR. We review OM PCR studies through the lens of the major theoretical view on contingencies, contingency theory, along a number of relevant dimensions: contingency variables, performance variables, measurement, research design and employed form of fit. In this process, we put forward a number of tasks that need to be accomplished in order to move OM PCR forward and develop more solid conceptual foundations in which to anchor rigorous research in this area. Finally. we reflect on the theoretical arguments that underlie OM PCR (which are based on the contingency approach) and identify its limitations in fully explaining the currently observed patterns of use of OM practices and associated performance outcomes. As a result, we propose that in order to increase our understanding of these patterns, OM scholars need to study in more depth the process of selection of OM best practices by organizations. Accordingly, we put forward a framework to underpin such research integrating contingency theory and other theoretical perspectives. (C) 2008 Elsevier B.V. All rights reserved.
3	2	10771	438	Hendricks KB, J OPER MANAG, 2009	The effect of operational slack, diversification, and vertical relatedness on the stock market reaction to supply chain disruptions	2009	18	Supply-chain; Disruptions; Stock price performance	CORPORATE DIVERSIFICATION; MULTINATIONAL-CORPORATIONS; PRICE PERFORMANCE; FIRM PERFORMANCE; INTEGRATION; MANAGEMENT; RETURNS; STRATEGIES; RISKS; FLEXIBILITY	This paper empirically examines whether operational slack, business diversification, geographic diversification, and vertical relatedness influence the stock market reaction to supply chain disruptions. The results are based on a sample of 307 supply chain disruptions announced by publicly traded firms during 1987-1998. Our analysis shows that firms with more slack in their supply chain experience less negative stock market reaction. The extent of business diversification has no significant effect on the stock market reaction. Firms that are more geographically diversified experience a more negative stock market reaction. We find that firms with a high degree of vertical relatedness experience a less negative stock market reaction. These results have important implications on how firms design and operate their supply chains to mitigate the negative effect of supply chain disruptions. (C) 2008 Elsevier B.V. Ail rights reserved.
3	2	10771	458	Liu HF, J OPER MANAG, 2010	The role of institutional pressures and organizational culture in the firm's intention to adopt internet-enabled supply chain management systems	2010	19	Internet-enabled systems; Institutional pressures; Organizational culture	MARKETING RELATIONSHIPS; CORPORATE CULTURE; TRANSACTION COST; PERFORMANCE; INTEGRATION; PERSPECTIVE; BUSINESS; INDUSTRY; MODEL; IMPLEMENTATION	Drawing upon organizational culture and institutional theory, this study investigates how institutional pressures motivate the firm to adopt Internet-enabled Supply Chain Management systems (eSCM) and how such effects are moderated by organizational culture. The results of a survey of 131 firms suggest that the dimensions of institutional pressures (i.e., normative, mimetic, and coercive pressures) have differential effects on eSCM adoption intention. While mimetic pressures are not related to eSCM adoption intention, normative and coercive pressures are positively associated with eSCM adoption intention. In addition, organizational culture (i.e., flexibility orientation and control orientation) plays different roles in the relationships between these three dimensions of institutional pressures and eSCM adoption intention. While flexibility orientation negatively moderates the effects of coercive pressures and positively moderates the effects of mimetic pressures, control orientation positively moderates the effects of coercive and normative pressures and negatively moderates the effects of mimetic pressures. Implications and suggestions for future research are provided. (C) 2009 Elsevier B.V. All rights reserved.
3	2	10771	484	Lanier D, J OPER MANAG, 2010	Concentrated supply chain membership and financial performance: Chain- and firm-level perspectives	2010	6	Supply chain concentration; Supply chain integration; Sales concentration; Major customer	ORGANIZATIONAL CAPABILITY; INFORMATION INTEGRATION; COMPETITIVE ADVANTAGE; TRANSACTION COSTS; SHAREHOLDER VALUE; UNITED-STATES; E-COMMERCE; MANAGEMENT; OPERATIONS; BUSINESS	This study reports evidence that concentrated 3-firm supply chains achieve superior financial performance, and that supply chains' financial performance varies systematically with measures of chain concentration and chain duration. Results from firm-level analyses suggest that the profitability benefits of supply chain relationships are captured predominantly by downstream chain members, whereas cash cycle benefits are realized throughout the supply chain. Firm-level tests also reveal that chain members' financial performance varies systematically with measures of downstream bargaining power, downstream relationship duration, and degree of supply consolidation. The study's chain- and firm-level analyses employ data extracted from sample firms' publicly available financial reports, including their major customer disclosures under Statement of Financial Accounting Standards Nos. 131 (1997) and 14 (1976). (C) 2009 Elsevier B.V. All rights reserved.
3	2	10771	488	Flynn BB, J OPER MANAG, 2010	The impact of supply chain integration on performance: A contingency and configuration approach	2010	103	Supply chain integration; Taxonomy; Performance; China; Supply chain management	PRODUCT DEVELOPMENT; EXTERNAL INTEGRATION; MANUFACTURING STRATEGIES; INFORMATION INTEGRATION; ORGANIZATIONAL RESEARCH; CONSTRUCT-VALIDITY; RESEARCH AGENDA; MANAGEMENT; ENVIRONMENT; SERVICE	This study extends the developing body of literature on supply chain integration (SCI), which is the degree to which a manufacturer strategically collaborates with its supply chain partners and collaboratively manages intra- and inter-organizational processes, in order to achieve effective and efficient flows of products and services, information, money and decisions, to provide maximum value to the customer. The previous research is inconsistent in its findings about the relationship between SCI and performance. We attribute this inconsistency to incomplete definitions of SCI, in particular, the tendency to focus on customer and supplier integration only, excluding the important central link of internal integration. We study the relationship between three dimensions of SCI, operational and business performance, from both a contingency and a configuration perspective. In applying the contingency approach, hierarchical regression was used to determine the impact of individual SCI dimensions (customer, supplier and internal integration) and their interactions on performance. In the configuration approach, cluster analysis was used to develop patterns of SCI, which were analyzed in terms of SCI strength and balance. Analysis of variance was used to examine the relationship between SCI pattern and performance. The findings of both the contingency and configuration approach indicated that SCI was related to both operational and business performance. Furthermore, the results indicated that internal and customer integration were more strongly related to improving performance than supplier integration. (C) 2009 Elsevier B.V. All rights reserved.
3	2	10771	502	Villena VH, J OPER MANAG, 2011	The dark side of buyer-supplier relationships: A social capital perspective	2011	16	Buyer-supplier relationships; Value creation; Performance; Social capital	MANAGING STRATEGIC ALLIANCES; KNOWLEDGE TRANSFER; INTERORGANIZATIONAL RELATIONSHIPS; CHAIN MANAGEMENT; PERFORMANCE IMPROVEMENT; NETWORK PERSPECTIVE; ECONOMIC-ACTION; TRUST; INTEGRATION; INNOVATION	The literature on supply chain management (SCM) has consistently promoted the "bright side" of collaborative buyer-supplier relationships (BSRs). Based on the social capital argument, SCM scholars have investigated how a buyer can gain access to and leverage resources through its collaborative BSRs. Our study extends this research stream by considering the "dark side" of social capital in BSRs. It evaluates how social capital in its cognitive, relational, and structural forms contributes to or impedes value creation within BSRs. Both primary survey measures and secondary objective measures have been used in data analysis. The results show the presence of both the bright side, confirming the existing literature, and the dark side, extending the literature. There is an inverted curvilinear relationship between social capital and performance: Either too little or too much social capital can hurt performance. This study confirms that building social capital in a collaborative BSR positively affects buyer performance, but that if taken to an extreme it can reduce the buyer's ability to be objective and make effective decisions as well as increase the supplier's opportunistic behavior. Our study also examines how a buyer can delay the emergence of the dark side. It opens up new research avenues in the collaborative BSR context and suggests directions for future research and practice. (C) 2010 Elsevier B.V. All rights reserved.
3	2	10771	504	Zacharia ZG, J OPER MANAG, 2011	Capabilities that enhance outcomes of an episodic supply chain collaboration	2011	10	Collaboration; Absorptive capacity; Collaborative process competence; Collaborative engagement; Buyer-supplier relationships; Supply chain management; Knowledge-based view, Relational view; Perceived interdependence	STRUCTURAL EQUATION MODELS; ABSORPTIVE-CAPACITY; COMPETITIVE CAPABILITIES; PERFORMANCE OUTCOMES; KNOWLEDGE CREATION; ALLIANCE SUCCESS; METHOD VARIANCE; DYNAMIC THEORY; INTEGRATION; MANAGEMENT	Firms are increasingly dependent on the knowledge and expertise in external organizations to innovate, problem-solve, and improve supply chain performance. This research examines two capabilities that enable firms to collaborate successfully as a means to combine knowledge and expertise in an episodic collaboration initiative. Building from two theoretical foundations, the knowledge-based and relational views of the firm, we examine the effects of absorptive capacity and collaborative process competence on the outcomes of an episodic collaboration initiative. Using structural equation modeling, we empirically validate the positive effect of absorptive capacity, collaborative process competence and level of engagement on the operational and relational success of a collaboration effort. Results show that collaborative process competence mediates the relationship between absorptive capacity and collaborative engagement, and positively influences both operational and relational outcomes. Finally, we offer suggestions for managers to improve the effectiveness of inter-firm collaboration initiatives and discuss future research opportunities. (C) 2011 Elsevier B.V. All rights reserved.
3	2	10771	528	Cao M, J OPER MANAG, 2011	Supply chain collaboration: Impact on collaborative advantage and firm performance	2011	31	Supply chain collaboration; Collaborative advantage; Survey research; Structural equation modeling	CONFIRMATORY FACTOR-ANALYSIS; RESOURCE-BASED VIEW; COMPETITIVE ADVANTAGE; INFORMATION-TECHNOLOGY; ORGANIZATIONAL PERFORMANCE; STRATEGIC ALLIANCES; EMPIRICAL-ANALYSIS; BUSINESS VALUE; COMMUNICATION STRATEGIES; FINANCIAL PERFORMANCE	Facing uncertain environments, firms have strived to achieve greater supply chain collaboration to leverage the resources and knowledge of their suppliers and customers. The objective of the study is to uncover the nature of supply chain collaboration and explore its impact on firm performance based on a paradigm of collaborative advantage. Reliable and valid instruments of these constructs were developed through rigorous empirical analysis. Data were collected through a Web survey of U.S. manufacturing firms in various industries. The statistical methods used include confirmatory factor analysis and structural equation modeling (i.e., LISREL). The results indicate that supply chain collaboration improves collaborative advantage and indeed has a bottom-line influence on firm performance, and collaborative advantage is an intermediate variable, that enables supply chain partners to achieve synergies and create superior performance. A further analysis of the moderation effect of firm size reveals that collaborative advantage completely mediates the relationship between supply chain collaboration and firm performance for small firms while it partially mediates the relationship for medium and large firms. (C) 2010 Elsevier B.V. All rights reserved.
3	2	10771	538	Song LZ, J OPER MANAG, 2011	Resources, supplier investment, product launch advantages, and first product performance	2011	5	Entrepreneurship; Innovation; Supplier; First Product	MARKET PIONEER ADVANTAGES; CHAIN MANAGEMENT RESEARCH; COMPETITIVE ADVANTAGE; FIRM PERFORMANCE; ORGANIZATIONAL PERFORMANCE; RESEARCH PROPOSITIONS; VENTURE PERFORMANCE; GOODS INDUSTRIES; SAMPLE SELECTION; SUCCESS FACTORS	Successfully launching its first product is critical to a new venture's continued success, yet the new venture has relatively few financial or human resources to support its marketing or R&D activities. It is thus important for the new venture to attract funding from external investors such as suppliers. Although the operations management (OM) literature addresses product development and supplier involvement in large firms, few studies have examined the relationship between suppliers and new ventures. This study examines how new ventures can complement their resources and experience with supplier investment, to build positional advantages for their first product and increase marketplace performance. We integrate the OM and entrepreneurship literatures to develop a model based on the resource-based view of the firm, in which the new venture uses external and internal resources to achieve positional advantages of product innovativeness, supplier involvement in production, and product launch quality. We also investigate how market potential moderates the relationship between positional advantages and performance. We empirically test our model using data from 711 new ventures. We find that it is beneficial for a new venture to involve suppliers in production of the first product, and that market potential positively moderates the relationship of product launch quality and performance. However, the results reported here also reveal several surprising results challenging traditional views. Developing a highly innovative first product is much less, not more, important than achieving a high quality first-product launch. Increasing product innovativeness does not necessarily lead to high product performance for new ventures. For a small market with low growth potential, product innovativeness has a negative, not positive, effect on first product performance. We discuss managerial implications of our findings. (C) 2010 Elsevier B.V. All rights reserved.
3	2	10771	541	Patel PC, J OPER MANAG, 2011	Role of manufacturing flexibility in managing duality of formalization and environmental uncertainty in emerging firms	2011	5	Ventures; Manufacturing flexibility; Formalization; Contingency theory; Moderated polynomial regression	MANAGEMENT-PRACTICES; ORGANIZATIONAL RESEARCH; OPERATIONS MANAGEMENT; CONGRUENCE RESEARCH; FORMAL-STRUCTURE; STRATEGY-MAKING; RESPONSE RATES; PERFORMANCE; FIT; MODEL	Increased firm formalization helps emerging firms develop stable routines and processes to increase their chances of survival. However, uncertain and dynamic task environments of emerging firms require more flexible organizational structures. Such duality of structural prescriptions stems from competing demands of task and institutional environments. We propose that manufacturing flexibility could help decouple activities required in task environments from those required in institutional environments, thereby mitigating the conflict of adopting flexible and rigid structures at the same time. An emerging venture could meet demands of institutional environments through formalized structures, and use manufacturing flexibility to address needs of task environment in order to mitigate liabilities of newness. Using a sample of 167 high-technology manufacturing firms in the UK, we use a moderated polynomial regression approach to test the proposed framework. Results indicate that formalized structures in conjunction with manufacturing flexibility lead to enhanced performance. The findings extend literature on organizational structures in operations management and entrepreneurship. Published by Elsevier B.V.
3	2	10771	542	Zhao XD, J OPER MANAG, 2011	The impact of internal integration and relationship commitment on external integration	2011	23	Relationship commitment; Internal integration; External integration; Ownership; China	SUPPLY CHAIN MANAGEMENT; DECISION SCIENCES RESEARCH; PRODUCT DEVELOPMENT; MANUFACTURING INTEGRATION; FINANCIAL PERFORMANCE; ABSORPTIVE-CAPACITY; PLATFORM STRATEGY; FIRM PERFORMANCE; LEAN PRODUCTION; TRUST	Supply chain integration (SCI) among internal functions within a company, and external trading partners within a supply chain, has received increasing attention from academicians and practitioners in recent years. SCI consists of internal integration of different functions within a company and external integration with trading partners. While both supply chain internal and external integration have been studied extensively, our understanding of what influences SCI and the relationship between internal and external integration is still very limited. This paper argues that external integration with customers and suppliers is simultaneously influenced by internal integration and relationship commitment to customers and suppliers. Internal integration enables external integration because organizations must first develop internal integration capabilities through system-, data-, and process-integration, before they can engage in meaningful external integration. At the same time, before external integration can be successfully implemented, organizations must have a willingness to integrate with external supply chain partners, which is demonstrated by their relationship commitment. We propose and test a model that specifies the relationship between internal integration, relationship commitment, and external integration, using data collected from manufacturing firms in China. The results show that internal integration and relationship commitment improve external integration independently, and their interactive effect on external integration is not significant. However, internal integration has a much greater impact on external integration than relationship commitment. We also examine the model for companies with different ownerships, and the results indicate that for Chinese controlled companies where there is a strong collectivism culture and more reliance on "Guanxi" (relationship), relationship commitment has a significant impact on external integration with suppliers and customers. This is in stark contrast to foreign controlled companies, characterized by a more individualistic culture and more reliance on technological capabilities, where no significant relationship between relationship commitment and external integration could be found. The model is also tested across different industries and different regions in China, providing useful insights for Chinese companies in particular. This study makes significant contributions to the SCI literature by simultaneously studying the effects of internal integration and relationship commitment on external integration, and providing several future research directions. (C) 2010 Elsevier B.V. All rights reserved.
3	2	10771	578	Tang XL, J OPER MANAG, 2012	The moderating effects of supplier portfolio characteristics on the competitive performance impacts of supplier-facing process capabilities	2012	2	Supplier relationship management; Supplier-facing process capabilities; Supplier portfolio; Competitive performance	ELECTRONIC DATA INTERCHANGE; PRODUCT LIFE-CYCLE; FIRM PERFORMANCE; SOCIAL-STRUCTURE; INTERORGANIZATIONAL RELATIONSHIPS; ORGANIZATIONAL PERFORMANCE; RELATIONAL EMBEDDEDNESS; BUSINESS PERFORMANCE; OPERATIONS STRATEGY; ALLIANCE PORTFOLIOS	We draw on the interorganizational relationship management literature to examine how contextual characteristics of the supplier portfolio (portfolio concentration, relationship length, and supplier substitutability) moderate the impacts of process alignment and partnering flexibility - two of a firm's key supplier-facing process capabilities to manage supplier relationships - on a product line's competitive performance. Our analysis of survey data on a firm's supplier portfolio for a major product line indicates that the impacts of process alignment and partnering flexibility on competitive performance are moderated by the three supplier portfolio characteristics. Specifically, while concentrated relationship portfolios, long-term relationships, and supplier substitutability amplify the positive effect of process alignment on competitive performance, concentrated relationship portfolios and long-term relationships attenuate the competitive benefits that firms derive from partnering flexibility. While long-term relationships and concentrated supplier portfolios enhance the competitive benefits of process alignment, operations managers also need to recognize the detrimental effects of these supplier portfolio characteristics on the competitive benefits of partnering flexibility. (C) 2011 Elsevier B.V. All rights reserved.
3	2	10771	579	Schoenherr T, J OPER MANAG, 2012	Revisiting the arcs of integration: Cross-validations and extensions	2012	7	Supply chain integration; Resource-based view (RBV); Information processing theory; Arcs of integration; Empirical research	INFORMATION-PROCESSING THEORY; SUPPLY CHAIN INTEGRATION; PRODUCT DEVELOPMENT; COMPETITIVE ADVANTAGE; PERFORMANCE; MANAGEMENT; STRATEGY; OPERATIONS; BENEFITS; FIRM	This paper revisits Frohlich and Westbrook's arcs of integration concept [Arcs of integration: an international study of supply chain strategies. Journal of Operations Management 2001, 19 (2) pp. 185-200]. Using survey responses from 403 supply chain professionals, we compare the arcs of integration group memberships generated with our sample to the original study, rationalize the classification scheme, and assess the impact of supply chain integration strategies on quality, delivery, flexibility and cost performance. In doing so we cross-validate Frohlich and Westbrook's framework with a more recent and broader sample of data utilizing multi-dimensional performance measures collected from supply chain managers. We ground these relationships in the relational and resource-based views of the firm. We also extend Frohlich and Westbrook's study by investigating the moderating role of internal integration on the relationships between arcs of integration and performance. In accordance with information processing theory, the results indicate that internal integration strengthens the positive impacts of external integration on both delivery and flexibility performance. However, the theory is not supported for either quality or cost performance. Overall, our study confirms and extends the work of Frohlich and Westbrook, augments theories used to describe supply chain integration efforts, and provides practical implications for managers. (C) 2011 Elsevier B.V. All rights reserved.
3	2	10771	615	Perols J, J OPER MANAG, 2013	On the relationship between supplier integration and time-to-market	2013	1	Time-to-market; Supplier integration; Information technology adoption and assimilation; Internal exploration activities; Structural equation model	ORGANIZATIONAL LEARNING PERSPECTIVE; PRODUCT DEVELOPMENT PERFORMANCE; STRUCTURAL EQUATION MODELS; OPEN SOURCE SOFTWARE; OPEN INNOVATION; INFORMATION-TECHNOLOGY; COMPETITIVE ADVANTAGE; OPTIMAL CONFIGURATION; MANUFACTURING FIRMS; CHAIN MANAGEMENT	Recent operations management and innovation management research emphasizes the importance of supplier integration. However, the empirical results as to the relationship between supplier integration and time-to-market are ambivalent. To understand this important relationship, we incorporate two major recent developments. First, the literature has started to redefine supplier integration into two dimensions, supplier product integration and supplier process integration. Second, recent research has begun to examine spillover effects that extend beyond the direct costs and benefits of the supplier contract. Using survey data of 116 firms in the industrials, health care, and information technology industries, the results confirm our hypotheses and show that supplier product integration decelerates time-to-market while supplier process integration accelerates time-to-market. The results also show a positive relationship between supplier integration and the adoption of external technologies, which either decelerates or accelerates time-to-market depending on the level of internal exploration activities. Our research, thus, helps to open the 'black-box' of the relationship between supplier integration and time-to-market, and provides a theoretically grounded explanation to the apparent contradictory results in prior research about the influence of supplier integration on time-to-market. In addition, we contribute to research on spillover effects by emphasizing that information technology adoption and assimilation is an important spillover effect of supplier integration. (c) 2012 Elsevier B.V. All rights reserved.
3	2	10771	1582	Anderson EG, PROD OPER MANAG, 2013	Integration of Global Knowledge Networks	2013	3	supply chain integration; outsourcing; project management; product development; software development	OPEN SOURCE SOFTWARE; SYSTEMS DEVELOPMENT-PROJECTS; SUPPLY CHAIN DESIGN; DISTRIBUTED PRODUCT DEVELOPMENT; CROSS-FUNCTIONAL TEAMS; OUTSOURCING RELATIONSHIPS; TECHNICAL COMMUNICATION; EMPIRICAL-ANALYSIS; US AUTO; INFORMATION-TECHNOLOGY	This article surveys the literature and develops a framework for research into the integration of distributed knowledge work (DKW). Knowledge work is considered to be distributed whenever key decisions for execution of the project cut across organizational boundaries, as occurs under outsourcing, offshoring, or open-source arrangements. The growth of such arrangements in recent years is well documented. Nonetheless, research into maintaining the coherence of a DKW project from initiation to customer delivery, often referred to as supply chain integration, project or systems integration, or simply integration, is relatively new. We first review the relevant literature from operations, service, and information management, organizational theory, and engineering design, focusing on the key decisions identified by this literature in relation to the contracting, organization, work, and information infrastructure design of a knowledge work project. We then attempt to open the black box of integration by inductively organizing these key decisions. Finally, we contrast this approach with prior research frameworks and identify key topics for future study.
3	2	10771	1651	Jayaraman V, PROD OPER MANAG, 2013	Offshoring Business Process Services and Governance Control Mechanisms: An Examination of Service Providers from India	2013	1	business process outsourcing; emerging markets; buyersupplier relationships; governance control mechanisms	BUYER-SUPPLIER RELATIONSHIPS; SOFTWARE PROJECTS; TRANSACTION-COST; INPUT UNCERTAINTY; MARKETING CHANNEL; JOINT VENTURES; PERFORMANCE; COORDINATION; STRATEGY; INTEGRATION	As emerging markets increasingly rely on service businesses through offshore outsourcing, we examine the role of governance control mechanisms in improving performance among business process outsourcing (BPO) service providers in India. Using data collected from 205 emerging market-based BPO service providers in India, we examine the antecedents and consequences of establishing governance control mechanisms in BPO service providers. Specifically, we examine how structural (use of contracts with the client), administrative (effective allocation and demarcation of responsibilities within the firm), and relational (collaboration and information sharing with the client) mechanisms drive the performance of a BPO service provider operating in an emerging market. We also examine how key task-related (task connectivity and task security) and client-related (end customer orientation and global control) antecedents influence the use of different governance control approaches in this environment. Our analysis finds that both task connectivity and task security significantly impact use of structural and administrative mechanisms, whereas end customer orientation is significantly associated with the strength of the relational mechanisms governing the emerging market-based BPO service provider and its client. Further global control significantly influences the strength of the structural mechanisms between the client and the BPO service provider. Finally, the three mechanisms have a complementary influence in driving the BPO service provider's performance.
3	1	4945	120	Hendricks KB, J OPER MANAG, 2003	The effect of supply chain glitches on shareholder wealth	2003	156	supply chain management; stock price performance; financial and economic analysis	MARKET VALUE; PRODUCT INTRODUCTIONS; FIRM CHARACTERISTICS; INFORMATION-SYSTEMS; PERFORMANCE; MANAGEMENT; IMPACT; STOCK; ANNOUNCEMENTS; EVENT	This paper estimates the shareholder wealth affects of supply chain glitches that resulted in production or shipment delays. The results are based on a sample of 519 glitches announcements made during 1989-2000. Shareholder wealth affects are estimated by computing the abnormal stock returns (actual returns adjusted for industry and market-wide influences) around the date when information about glitches is publicly announced. Supply chain glitch announcements are associated with an abnormal decrease in shareholder value of 10.28%. Regression analysis is used to identify factors that influence the direction and magnitude of the change in the stock market's reaction to glitches. We find that larger firms experience a less negative market reaction, and firms with higher growth prospects experience a more negative reaction. There is no difference between the stock market's reaction to pre- 1995 and post- 1995 glitches, suggesting that the market has always viewed glitches unfavorably. Capital structure (debt-equity ratio) has little impact on the stock market's reaction to glitches. We also provide descriptive results on how sources of responsibility and reasons for glitches affect shareholder wealth. (C) 2003 Elsevier B.V. All rights reserved.
3	1	4945	122	Hult GTA, J OPER MANAG, 2003	Organizational learning as a strategic resource in supply management	2003	49	marketing/operations interface; operation strategy; supply management	SUSTAINED COMPETITIVE ADVANTAGE; STRUCTURAL EQUATION MODELS; MARKET ORIENTATION; FIT INDEXES; VIEW; PERFORMANCE; FIRM; FRAMEWORK; ALLIANCES; LINKAGES	This study considers the potential role of organizational learning as a strategic resource in supply management. A model of learning in supply management processes is examined using samples representing three nodes of one Fortune 500 organization's supply chains (internal SBU customers, n = 14 1; corporate buyers, n = 115, and external suppliers, n = 5 8). Organizational learning is viewed as a composite construct arising from four tangible indicators: team-, systems-, learning-, and memory-orientations (each of those orientations is measured with four to five items). The results indicate that learning has a positive effect on a set of learning consequences, supply management consequences, management consequences, and performance consequences. (C) 2003 Elsevier B.V. All rights reserved.
3	1	4945	126	Kaynak H, J OPER MANAG, 2003	The relationship between total quality management practices and their effects on firm performance	2003	232	quality management; performance; structural equation modeling	BUSINESS ECONOMIC-PERFORMANCE; PATH ANALYTIC MODEL; COMPETITIVE ADVANTAGE; CUSTOMER SATISFACTION; CONSTRUCT-VALIDITY; CONTINUOUS IMPROVEMENT; PRODUCTION COMPETENCE; TQM IMPLEMENTATION; PRODUCT QUALITY; IMPACT	Recent research on total quality management (TQM) has examined the relationships between the practices of quality management and various levels of organizational performance. These studies have produced mixed results, probably because of the nature of the research designs used such as measuring TQM or performance as a single construct. Based on a comprehensive literature review, this study identifies the relationships among TQM practices and examines the direct and indirect effects of these practices on various performance levels. A proposed research model and hypotheses are tested by using cross-sectional mail survey data collected from firms operating in the US. The test of the structural model supports the proposed hypotheses. The implications of the findings for researchers and practitioners are discussed and further research directions are offered. (C) 2003 Elsevier Science B.V. All rights reserved.
3	1	4945	159	Chen IJ, J OPER MANAG, 2004	Strategic purchasing, supply management, and firm performance	2004	135	strategic purchasing; supply management; buyer performance	SUSTAINABLE COMPETITIVE ADVANTAGE; BUYER-SELLER RELATIONSHIPS; TRANSACTION COST THEORY; RESOURCE-BASED VIEW; CHAIN MANAGEMENT; UNITED-STATES; INTERFIRM RELATIONSHIPS; DISTRIBUTION CHANNELS; DYNAMIC CAPABILITIES; AUTOMOTIVE INDUSTRY	Purchasing has increasingly assumed a pivotal strategic role in supply-chain management. Yet, claims of the strategic role of purchasing have not been fully subjected to rigorous theoretical and empirical scrutiny. Extant research has remained largely anecdotal and theoretically under-developed. In this paper, we examine the links among strategic purchasing, supply management, and firm performance. We argue that strategic purchasing can engender sustainable competitive advantage by enabling firms to: (a) foster close working relationships with a limited number of suppliers; (b) promote open communication among supply-chain partners; and (c) develop long-term strategic relationship orientation to achieve mutual gains. Using structural equation modeling, we empirically test a number of hypothesized relationships based on a sample of 221 United States manufacturing firms. Our results provide robust support for the links between strategic purchasing, supply management, customer responsiveness, and financial performance of the buying firm. Implications for future research and managerial practice in supply-chain management are also offered. (C) 2004 Elsevier B.V. All rights reserved.
3	1	4945	174	Chen IJ, J OPER MANAG, 2004	Towards a theory of supply chain management: the constructs and measurements	2004	302	supply chain management; constructs; instrument development	PRODUCT DEVELOPMENT; COMPETITIVE PRIORITIES; OPERATIONS MANAGEMENT; PERFORMANCE OUTCOMES; ENTERPRISE LOGISTICS; COOPERATIVE STRATEGY; CORPORATE-STRATEGY; EMPIRICAL-RESEARCH; QUALITY; IMPACT	Rising international cooperation, vertical disintegration, along with a focus on core activities have led to the notion that firms are links in a networked supply chain. This novel perspective has created the challenge of designing and managing a network of interdependent relationships developed and fostered through strategic collaboration. Although research interests in supply chain management (SCM) are growing, no research has been directed towards a systematic development of SCM instruments. This Study identifies and consolidates various supply chain initiatives and factors to develop key SCM constructs conducive to advancing the field. To this end, we analyzed over 400 articles and synthesized the large, fragmented body of work dispersed across many disciplines. The result of this study, through successive stages of measurement analysis and refinement, is a set of reliable, valid. and unidimensional measurements that can be subsequently used in different contexts to refine or extend conceptualization and measurements or to test various theoretical models, paving the way for theory building in SCM. (C) 2004 Elsevier B.V. All rights reserved.
