1039	Tempelmeier H	2002	PROD OPER MANAG	11	499		Journal	Article	26	A simple heuristic for dynamic order sizing and supplier selection with time-varying data	WOS:000183983900007	purchasing; order sizing; supplier selection; heuristic	QUANTITY DISCOUNTS; PRICE BREAKS; LOT-SIZE	4	In this paper we consider the problem of supplier selection and purchase order sizing for a single item under dynamic demand conditions. Suppliers offer all-units and/or incremental quantity discounts, which may vary over time. Although the problem refers to a typical planning task of a purchasing agent, which is often solved without algorithmic assistance, in an eBusiness (B2B) environment, the need for the integration of an automatic performance of this planning task into a web-based procurement process becomes evident. A new model formulation for this problem is developed, and a simple but easily extendible heuristic procedure is presented and tested. The heuristic is implemented as part of the Advanced Planner and Optimizer (APO) software of SAP AG, Walldorf, Germany.
1040	Tatsiopoulos IP	2002	PROD OPER MANAG	11	516		Journal	Article	9	Realization of the virtual enterprise paradigm in the clothing industry through e-business technology	WOS:000183983900008	supply chain management; virtual enterprise; clothing industry; e-business technologies	EXTENDED ENTERPRISE; MANAGEMENT	4	This paper presents a methodology and a case study for supply chain management in the clothing industry that makes extensive use of the virtual enterprise paradigm. The main research goal was to design and implement a prototype e-business software component and carry out tests in several industrial users. The research effort resulted in the extended production data management system (EPMS), which supported the business processes of customer order management, subcontractor selection, and multi-site/multi-firm production orders release. The enablers of this software application were business-to-business (B2B) e-commerce technologies in the operating context of application service providers (ASPS).
1041	Zhang HT	2002	PROD OPER MANAG	11	531		Journal	Article	52	Vertical information exchange in a supply chain with duopoly retailers	WOS:000183983900009	information sharing; supply chain; competition; equilibrium; expected profit	OLIGOPOLY; COURNOT; BERTRAND	4	We consider a supply chain with one manufacturer in the upstream and two competing retailers in the downstream. The retailers sell differentiated goods and are endowed with some private demand information. The paper shows that the manufacturer's optimal strategy is independent of the type of downstream competition, Cournot or Bertrand, and that no information will be shared with the manufacturer on a voluntary basis. However, complete information sharing, which benefits all three parties, can be achieved through side payment when the retailers' information is statistically less accurate or when the leakage effect is more beneficial to the retailers.
1042	Chakravarty AK	2002	PROD OPER MANAG	11	289		Journal	Editorial Material	3	Customer satisfaction through design, manufacturing and supply networks: Introduction to the special issue	WOS:000183983800001			3	
1043	Dobson G	2002	PROD OPER MANAG	11	293		Journal	Article	29	Product offering, pricing, and make-to-stock/make-to-order decisions with shared capacity	WOS:000183983800002	product line selection; product line design; product pricing; make-to-stock production; make-to-order production	VARIETY; SYSTEM; INVENTORY; IMPACT; DEMAND; TIMES; LINE	3	In an era of mass customization, many firms continue to expand their product lines to remain competitive. These broader product lines may help to increase market share and may allow higher prices to be charged, but they also cause challenges associated with diseconomies of scope. To investigate this tradeoff, we considered a monopolist who faces demand curves, which for each of its potential products, decline with both price and response time (time to deliver the product). The firm must decide which products to offer, how to price them, whether each should be make-to-stock (NITS) or make-to-order (MTO), and how often to produce them. The offered products share a single manufacturing facility. Setup times introduce disceonomies of scope and Setup costs introduce economies of scale. We provide motivating problem scenarios, model the monopolist's problem as a non-linear, integer programming problem, characterize of the optimal policy, develop near-optimal procedures, and discuss managerial insights.
1044	Anderson EG	2002	PROD OPER MANAG	11	313		Journal	Article	37	The effect of learning on the make/buy decision	WOS:000183983800003	learning; integration; learning curve; product development; vertical integration; modularity; product design	VERTICAL INTEGRATION; MARKET PERFORMANCE; SUPPLY-CHAIN; CURVE; INDUSTRY; COMPETITION; TECHNOLOGY; FIRM; UNCERTAINTY; KNOWLEDGE	3	By including the effects of learning over time on both the production of components and their integration into complete products, we develop an engineering-based model of outsourcing. This model provides an alternative explanation for much of what other outsourcing theories predict, as well as making several new predictions. In particular, we show that outsourcing decisions can create a path-dependent outsourcing trap in which a firm experiences higher long-run costs after an immediate cost benefit. We also describe conditions under which outsourcing a small fraction of component production may dominate either complete insourcing or complete outsourcing. Finally, we show that, with discounting, there is a convex, curvilinear relationship between the optimal outsourcing fraction and the rate of technological change.
1045	Graman GA	2002	PROD OPER MANAG	11	340		Journal	Article	26	A numerical analysis of capacitated postponement	WOS:000183983800004	delayed product differentiation; postponement; flexible manufacturing; mass customization	INVENTORY; SERVICE	3	Customer satisfaction can be achieved by providing rapid delivery of a wide variety of products. High levels of product variety require correspondingly high levels of inventory of each item to quickly respond to customer demand. Delayed product differentiation has been identified as a strategy to reduce final product inventories while providing the required customer service levels. However, it is done so at the cost of devoting large production capacities to the differentiation stage. We study the impact of this postponement capacity on the ability to achieve the benefits of delayed product differentiation. We examine a single-period capacitated inventory model and consider a manufacturing system that produces a single item that is finished into multiple products. After assembly, some amount of the common generic item is completed as non-postponed products. whereas some of the common item is kept as in-process inventory, thereby postponing the commitment to a specific product. The non-postponed finished-goods inventory is used first to meet demand. Demand in excess of this inventory is met, if possible, through the completion of the common items. Our results indicate that a relatively small amount of postponement capacity is needed to achieve all of the benefits of completely delaying product differentiation for all customer demand. This important result will permit many firms to adopt this delaying strategy who previously thought it to be either technologically impossible or prohibitively expensive to do so.
1046	Raman A	2002	PROD OPER MANAG	11	358		Journal	Article	13	Quantifying the impact of inventory holding cost and reactive capacity on an apparel manufacturer's profitability	WOS:000183983800005	inventory planning; inventory management; working capital management; capacity management; dynamic programming	STYLE-GOODS; FORECAST REVISIONS; DEMAND	3	This paper was motivated by the operational problems faced by Northco, a school uniform manufacturer in the Northeastern United States. Northco was facing high working capital costs while also incurring high stockout and markdown costs. This paper models the impact of inventory holding cost and reactive capacity on Northco's targeted understocking and overstocking cost and offers a solution methodology for such problems. We quantify the impact of varying inventory carrying costs (and hence, high working capital costs) on stockout costs and the value of additional capacity. Our results illustrate that apparel manufacturers with high working capital costs, and hence high inventory carrying costs, should target higher stockout costs and achieve lower capacity utilization. The results presented have application beyond Northco because high working capital cost is endemic to many supply chains.
1047	Tang K	2002	PROD OPER MANAG	11	374		Journal	Article	7	Time-based pricing and leadtime policies for a build-to-order manufacturer	WOS:000183983800006	build-to-order; pricing; leadtime; e-commerce	MANAGEMENT; DECISIONS; DEMAND	3	We studied time-based policies on pricing and leadtime for a build-to-order and direct sales manufacturer. It is assumed that the utility of the product varies among potential customers and decreases over time, and that a potential customer will place an order if his or her utility is higher than the manufacturer's posted price. Once an order is placed, it will be delivered to the customer after a length of time called "leadtime." Because of the decrease in a customer's utility during leadtime, a customer will cancel the order if the utility falls below the ordering price before the order is received. The manufacturer may choose to offer discounted prices to customers who would otherwise cancel their orders. We discuss two price policies: common discounted price and customized discounted price. In the common discounted price policy, the manufacturer offers a single lower price to the customers; in the customized discounted price policy, the manufacturer offers the customers separately for individual new prices. Our analytical and numerical studies show that the discounted price policies results in higher revenue and that the customized discounted price policy significantly outperforms the common discounted price policy when product utility decreases rapidly. We also study two leadtime policies when production cost decreases over time. The first uses a fixed leadtime. and the second allows the leadtime to vary dynamically over time. We find that the dynamic leadtime policy significantly outperforms the fixed leadtime policy when the product cost decreases rapidly.
1048	Chatterjee S	2002	PROD OPER MANAG	11	393		Journal	Article	26	Delivery guarantees and the interdependence of marketing and operations	WOS:000183983800007	due-date; lead-time; performance guarantee; queue	LEAD-TIME; DATE DETERMINATION; PRODUCTION SYSTEMS; DUE-DATES; DECISIONS; PRICE; MANAGEMENT; STRATEGIES; QUOTATION; SELECTION	3	Delivery guarantees are an important element in a customer satisfaction program. When setting delivery guarantees, a firm must consider customer expectations as well as operational constraints. We develop a profit-maximization model in which a firm's sales organization, with incomplete information on operations' status, solicits orders and quotes delivery dates. If obtained, orders are processed in a make-to-order facility, after which revenue is received, minus tardiness penalty if the delivery was later than quoted. We specify conditions for an optimal log-linear decision rule and provide exact expressions for its effect on arrival rate, mean processing time, and mean cycle time.
1049	Agrawal VK	2002	PROD OPER MANAG	11	101		Journal	Article	7	Constituencies of journals in production and operations management: Implications on reach and quality	WOS:000183983700001	journals in POM; quality of journals; relevance of journals; research in POM		2	I analyzed the contributions made by members of the following constituencies in terms of the number of articles published in the Journal of Operations Management (JOM), Manufacturing and Service Operations Management (M&SOM), and Production and Operations Management (POM): the top 20 U.S. business schools and the top 7 non-U.S. business schools as ranked by Business Week or U.S. News and World Report, business and government organizations, U.S. business schools ranked between 21 and 50, non-U.S. business schools not included above, and U.S. business schools not included above. I also analyzed the contributions made by U.S. business schools with top 10 programs in production and operations management; 9 of which are also in the list of top 20 U.S. business schools. Authors from the schools with top 10 programs in production and operations management contributed 20.2% of the articles published in POM and 3.5% of the articles published in JOM during 1997-2001. They contributed 24.6% of the articles in the eight issues (from July 2000 through June 2002) of M&SOM. During these periods, authors from the top 27 schools contributed 29.3% of the articles published in POM, 9.4% of the articles published in JOM, and 37.4% of the articles to the eight issues of M&SOM. Also during the same periods, authors from business and government organizations contributed 6.6% of the articles published in POM, 1.9% of the articles published in JOM, and 5.8% of the articles published in the eight issues of M&SOM. The findings reported in this paper reflect the reach of the three journals and the perceptions of various constituencies regarding journal quality. The findings about POM and JOM have a very high degree of validity because both journals are more than 10 years old and have well-established constituencies. The conclusions about the M&SOM constituencies are tentative because it is about 3 years old, and it is still developing its constituencies.
1050	McKone KE	2002	PROD OPER MANAG	11	109		Journal	Article	5	Guidelines for implementing predictive maintenance	WOS:000183983700002	predictive maintenance; maintenance management	STATISTICAL PROCESS-CONTROL; PREVENTIVE MAINTENANCE; POLICIES; SCHEDULE; SYSTEMS; MODELS	2	Recent advances in predictive maintenance technologies have led many manufacturers to abandon traditional periodic maintenance policies and replace them with predictive maintenance policies. The models in this paper explicitly evaluate the decision to utilize both predictive and periodic maintenance when the objective is to minimize expected maintenance costs per unit time. Renewal theory is used to obtain optimal policies as unique solutions of integral equations that depend on the failure distribution and prediction capabilities. Based on this research, we recommend that practitioners do not abandon the traditional maintenance methods but follow our guidelines for utilizing periodic maintenance in conjunction with the new technologies.
1051	Ding J	2002	PROD OPER MANAG	11	125		Journal	Article	0	Effects of random shifts of testing equipment on process control system design and selection of process control policies	WOS:000183983700003	quality control; sampling; random testing equipment shift; cost minimization	STATISTICAL PROCESS-CONTROL; CONTROL CHARTS; INSPECTION ERROR; ECONOMIC DESIGN	2	This paper studies issues associated with designing process control systems when the testing equipment is subjected to random shifts. We consider a production process with two states: in control and out of control. The process may shift randomly to the out-of-control state over time. The process is monitored by periodically sampling finished items from the process. The equipment used to test sampled items also is assumed to have two states and may shift randomly during the testing process. We formulate a cost model for finding the optimal process control policy that minimizes the expected unit time cost. Numerical results show that shifts of the testing equipment may significantly affect the performance of a process control policy. We also studied the effects of the testing equipment's shifts on the selection of process control policies.
1052	Goh M	2002	PROD OPER MANAG	11	139		Journal	Article	8	Price-dependent inventory models with discount offers at random times	WOS:000183983700004	inventory management; random discount offers; pricing; lot sizing	LOT-SIZE MODEL; RANDOM OPPORTUNITIES; REPLENISHMENT; VENDOR; ENVIRONMENT; PURCHASER; SUPPLIER; DEMAND	2	We consider an inventory model with a supplier offering discounts to a reseller at random epochs. The offer is accepted when the inventory position is lower than a threshold level. We compare three different pricing policies in which demand is induced by the reseller's price variation. Policy I is the EOQ policy without discount offers. Policy 2 is a uniform price, stock-independent policy. Policy 3 is a stock level-dependent, discriminated price policy. Assuming constant demand rates, expressions are obtained for the optimal order quantities, prices, and profits. The numerical experiments show that if it is better to accept a supplier's discount, then it benefits the reseller to transfer the discount to downstream customers.
1053	Agrawal N	2002	PROD OPER MANAG	11	157		Journal	Article	26	Multi-vendor sourcing in a retail supply chain	WOS:000183983700005	supply chain management; capacity planning; vendor management; sourcing strategy; stochastic programming	STYLE-GOODS INVENTORIES; DEMAND UNCERTAINTY; FORECAST REVISIONS; MODEL; APPAREL; FLEXIBILITY; MERCHANDISE; MANAGEMENT; CAPACITY; SALES	2	This paper describes a methodology for managing capacity, inventory, and shipments for an assortment of retail products produced by multiple vendors. The vendors differ in lead times, costs, and production flexibility. Product demand is uncertain and fluctuates over time. We develop an optimization model to choose the production commitments that maximize the retailer's expected gross profit, given demand forecasts and vendors' capacity and flexibility constraints. The model has been incorporated into a decision support system, developed in collaboration with supply chain planners at a global retailer of seasonal and fashion merchandise. The software has been tested by two major retailers.
1054	Tagaras G	2002	PROD OPER MANAG	11	183		Journal	Article	19	Effectiveness of stock transshipment under various demand distributions and nonnegligible transshipment times	WOS:000183983700006	distribution; inventory control; lateral transshipment; simulation	2-LOCATION INVENTORY SYSTEMS; ONE-PERIOD; REDISTRIBUTION; POLICY	2	This paper investigates the operational characteristics of a pooling group consisting of two stocking locations, supplied periodically by a central warehouse. The two locations may collaborate by moving inventory between them. The lateral transshipment times are shorter than the regular replenishment lead times, but they are not negligible. Several alter-native types of ordering and transshipment policies are examined. Extensive experimentation by simulation leads to the conclusion that the benefits of risk pooling are substantial only when demand is highly variable. Moreover, the type and variability of the demand distributions are key determinants of the appropriate transshipment policy and pooling groups design.
1055	Mirchandani P	2002	PROD OPER MANAG	11	199		Journal	Article	23	Component commonality: Models with product-specific service constraints	WOS:000183983700007	component commonality; standardization; inventory; supply chain management; assemble-to-order	INVENTORY SYSTEMS; MULTIPLE-PERIOD; LEVEL; MANAGEMENT; DEMAND	2	Common components are used extensively for reasons including product postponement and expediting new product development. We consider a two-stage assemble-to-order system with two products having uniformly distributed demand, one common component, and product-specific components. We develop optimization models in which the cost-minimizing inventory of the components must be determined and allocated to products in order to meet product-specific service level constraints. We compare two different commonality models based on whether or not the products are prioritized. A distinctive feature of our study is the use of product-specific service levels. We compare our results with models using aggregate service levels.
1056	Jin ZH	2002	PROD OPER MANAG	11	216		Journal	Article	24	Scheduling hybrid flowshops in printed circuit board assembly lines	WOS:000183983700008	hybrid flowshops; scheduling; printed circuit board assembly; heuristics	PARALLEL MACHINES; FLOW-SHOP; FLEXIBLE FLOWSHOPS; HEURISTICS; ALGORITHMS; MAKESPAN; MINIMIZE; STAGE	2	We treat a three-stage hybrid flowshop for the production of printed circuit boards (PCB), Suggested to us by a real-life production situation. The problem is to determine a schedule that minimizes the makespan for a given demand profile over a finite planning horizon. We propose a global procedure that utilizes genetic algorithms and three subproblems. The performance of the procedure is evaluated via experimentation over thousands of problem realizations that are randomly generated. The experimental results show the efficiency of the global procedure and provides qualitative answers to the allocation of machines to the various stages.
1057	Souza GC	2002	PROD OPER MANAG	11	231		Journal	Article	45	Capacitated remanufacturing with service level constraints	WOS:000183983700009	remanufacturing; reverse logistics; production planning and control; queuing; simulation	PRODUCT; INVENTORY; MANAGEMENT; REDESIGN	2	This research examines production planning and control for a remanufacturer that can sell returned items on a graded as-is basis or remanufacture the returned items. Using a GI/G/1 queuing network, we model the firm's decision to remanufacture an optimal product mix over the long run that maximizes profits while maintaining a desired service level. We further use simulation to explore dispatching heuristics that can be used at the shop-floor level to achieve the desired optimal product mix, while meeting the service level constraint. Our research is grounded in actual practice and the results provide key insights into the decision-making process required to maximize profits and minimize average flow times for remanufactured products.
1058	Mckay K	2002	PROD OPER MANAG	11	249		Journal	Article	29	Practice-focused research issues for scheduling systems	WOS:000183983700010	production scheduling; research directions	SINGLE-MACHINE; BREAKDOWNS; SUBJECT	2	Scheduling research has had relatively little impact on manufacturing practice, yet within the last several years, there has been an explosive growth in the development and implementation of computer-based scheduling systems in industry. Changes in the environment have increased the stakes and the opportunities for the results of scheduling research to influence manufacturing competitiveness. This paper draws on field-related experiences with the development and implementation of scheduling systems to propose high-impact research topics.
1059	Atwater JB	2002	PROD OPER MANAG	11	259		Journal	Article	16	A study of the utilization of capacity constrained resources in drum-buffer-rope systems	WOS:000183983700011	capacity management; production scheduling; bottleneck management; drum-buffer-rope; theory of constraints		2	Goldratt, the originator of the Theory of Constraints (TOC), maintains that only the system's primary resource constraint(s) should be scheduled at 100% of capacity. All other resources should have excess capacity. This paper presents the results of a simulation experiment that studies how changes in the capacity utilization of a system's two most heavily utilized resources affect the performance of a drum-buffer-rope (DBR)scheduling system. The research demonstrates that 100% utilization of the primary constraint is not optimal. It also shows that DBR responds well to relatively low levels of increased capacity at the operation's second most heavily utilized resource. This research also highlights several other issues related to capacity utilization that need further investigation.
1060	Bowman RA	2002	PROD OPER MANAG	11	274		Journal	Article	2	Job release control using a cyclic schedule	WOS:000183983700012	cyclic scheduling; job release control; inventory management; critical path; bottleneck	PRODUCTION-DISTRIBUTION SYSTEMS; REORDER INTERVALS; NETWORKS	2	In just-in-time inventory management in any manufacturing setting, the general idea has been to release jobs as late as possible (to reduce inventory costs) while still having them arrive at bottleneck machines in time to maintain the desired throughput (by not starving a bottleneck machine). When a cyclic schedule is employed, the throughput is determined by a cyclic sequence of operations known as the cyclic critical path. These operations are not, in general, all performed on a single bottleneck machine. We present an algorithm for releasing jobs that treats this cyclic critical path as the bottleneck. Although this algorithm has the somewhat complex task of not delaying any of these operations on the cyclic critical path, it is greatly simplified by being able to take advantage of the fixed sequence of the cyclic schedule. The result is that the algorithm is relatively simple to implement. Although it uses a simulation-based analysis, this analysis can all be done and the necessary results stored in advance of its use. We test the algorithm in a job shop environment with stochastic operation times. This algorithm is shown to be effective at reducing inventory while avoiding decreases in throughput.
1061	Hayes RH	2002	PROD OPER MANAG	11	1		Journal	Biographical-Item	11	Wick skinner: A life sailing against the wind	WOS:000177046600001			1	
1062	Boyer KK	2002	PROD OPER MANAG	11	9		Journal	Article	128	Competitive priorities: Investigating the need for trade-offs in operations strategy	WOS:000177046600002	competitive priorities; operations strategy; survey research/design	MANUFACTURING STRATEGY; PERFORMANCE RATINGS; HALO; MANAGEMENT; RELIABILITY; DIRECTIONS; VALIDITY	1	A heated debate continues over the need for trade-offs in operations strategy. Some researchers call for plants to focus on a single manufacturing capability and devote their limited resources accordingly, while others claim that advanced manufacturing technology (AMT) enables concurrent improvements in quality, cost, flexibility, and delivery. Yet there is little empirical evidence for or. against the trade-off model. In response, this study addresses the question: "To what extent do manufacturing plants view competitive priorities as trade-offs?" We employ survey data collected from managers and operators in 110 plants that have recently implemented AMT. Our findings suggest that trade-offs remain. However, perceived differences in competitive priorities are subtle and may vary across levels of the plant hierarchy.
1063	Hayes RH	2002	PROD OPER MANAG	11	21		Journal	Article	19	Challenges posed to operations management by the "new economy"	WOS:000177046600003	New Economy; information technology; networks; outsourcing; POM pedagogy		1	A growing number of sophisticated observers are coming to believe that the forces driving the so-called New Economy are fundamentally reshaping world industry. Moreover, the combination of fast growth and the excitement associated with leading edge technologies has made New Economy companies magnets for management talent-and particularly for the ambitious young people who attend our management programs. Are we providing these potential managers with a good foundation for managing operations in such companies? Are the principles that we traditionally have taught in operations management (oM) courses sufficiently robust that they can still be applied to New Economy operations? In this paper we argue that, although some of our familiar concepts and techniques continue to be applicable to information-intensive operations, many are not. We sketch out a way to think conceptually about the important differences between the Old and the New Economies, and their implications for operations management teaching and research.
1064	Mcafee A	2002	PROD OPER MANAG	11	33		Journal	Article	69	The impact of enterprise information technology adoption on operational performance: An empirical investigation	WOS:000177046600004	information technology adoption; performance impact of information; technology; operational effectiveness	PARADOX	1	This paper presents the results of a natural experiment conducted at a U.S. high-tech manufacturer. The experiment had as its treatment the adoption, at a single point in time, of a comprehensive enterprise information system throughout the functional groups charged with customer order fulfillment. This information technology (IT) adoption was not accompanied by substantial contemporaneous business process changes. Immediately after adoption, lead time and on-time delivery performance suffered, causing a "performance dip" similar to those observed after the introduction of capital equipment onto shop floors. Lead times and on-time delivery percentages then improved along a learning curve. After several months, performance in these areas improved significantly relative to preadoption levels. These observed performance patterns could not be well explained by rival causal factors such as order, production, and inventory volumes; head count; and new product introductions. Thus, this longitudinal research presents initial evidence of a causal link between IT adoption and subsequent improvement in operational performance measures, as well as evidence of the timescale over which these benefits appear.
1065	Heim GR	2002	PROD OPER MANAG	11	54		Journal	Article	20	Service process configurations in electronic retailing: A taxonomic analysis of electronic food retailers	WOS:000177046600005	service process; electronic retailing; taxonomy; customer satisfaction; customer loyalty	MANUFACTURING FLEXIBILITY; PERFORMANCE; STRATEGY; MANAGEMENT; INDUSTRY; MODEL	1	We developed a taxonomy of service processes in electronic retailing using data from 255 electronic food retailers. The taxonomy is comprised of eight service process configurations. Analysis of publicly available data on on-line customer ratings for 52 retailers in the study sample shows that the ordering of the configurations in the taxonomy on a continuum of low to high flexibility is associated positively with (i) customer satisfaction with web site aesthetics, web site navigation, product selection, product information, customer support, and ease of return, and (ii) customer loyalty.
1066	Parker GG	2002	PROD OPER MANAG	11	75		Journal	Article	47	From buyer to integrator: The transformation of the supply-chain manager in the vertically disintegrating firm	WOS:000177046600006	supply chains; new product development; integration; outsourcing; organization design	PRODUCT DEVELOPMENT; ARCHITECTURAL INNOVATION; EVOLUTION; DESIGN; TRUST	1	Using case study data, we describe how a large personal computer manufacturer changed its supply-chain management strategy after outsourcing the majority of its design and manufacturing activities to a network of focused suppliers. To cope with this new structure, the firm created highly skilled generalists, "supply-chain integrators," who coordinate product development, marketing, production, and logistics from product concept to delivery across firm boundaries. We particularly focus on the skill-set that characterizes these integrators. Finally, we use the case evidence, combined with previous theory, to suggest a specific program of research into coordinating product development across disaggregated supply chains.
1067	Geoffrion AM	2002	PROD OPER MANAG	11	92		Journal	Article	3	Progress in operations management	WOS:000177046600007	operations management; digital economy; Internet; information technology; professional evolution	OPPORTUNITIES; INTERNET	1	In this issue, Robert Hayes has written provocatively about the implications of the digital economy for Operations Management (OM). Here I examine and illustrate a simple four-stage framework for thinking about these implications: advances in digital technology (stage 1) lead to business developments (stage 2), which impact the views of OM-relevant thought leaders (stage 3), which influence the conduct of OM activities (stage 4). This framework provides a perspective for viewing the evolution of OM and indicates how educators, researchers, and practitioners can steal the march on mainstream thinking.
1068	Kavadias S	2003	PROD OPER MANAG	12	433		Journal	Article	15	Optimal project sequencing with recourise at a scarce resource	WOS:000220730200001	project prioritization; portfolio selection; product development; resource allocation; dynamic programming	TO-STOCK QUEUE; PRODUCT DEVELOPMENT; INDEX POLICIES; GITTINS INDEX; TIME; PERFORMANCE; SELECTION; SYSTEMS; MODELS	4	We develop a dynamic prioritization policy to optimally allocate a scarce resource among K projects, only one of which can be worked on at a time. When the projects' delay costs differ, the problem (a "restless bandit") has not been solved in general. We consider the policy of working on the project with the highest expected delay loss as if the other project was completely finished first (although recourse is allowed). This policy is optimal if: (1) the delay cost increases with the delay regardless of the performance state, (2) costs are not discounted (or, discounting is dominated by delay costs), (3) projects are not abandoned based on their performance state during processing at the scarce resource, and (4) there are no stochastic delays. These assumptions are often fulfilled for processing at specialized resources, such as tests or one-off analyses.
1069	Keizers JM	2003	PROD OPER MANAG	12	445		Journal	Article	6	Diagnosing order planning performance at a navy maintenance and repair organization, using logistic regression	WOS:000220730200002	order planning; due date performance; performance feedback; theory driven empirical research; logistic regression	ASSEMBLY JOB SHOPS; ASSIGNMENT PROCEDURES; SEQUENCING RULES; DATE ASSIGNMENT	4	We present a tool to diagnose the behavior of planners in complex production processes and to establish improvement potential for the delivery performance by changing the planning behavior. Scientific literature on production control offers valuable knowledge, but the complexity of real-life processes makes it impossible to directly apply this knowledge in real-life. The presented tool identifies possible deficiencies in the current way of managing the business processes, by matching the scientific knowledge on order planning with data reflecting the real-life processes via logistic regression. A case study at a maintenance organization illustrates the diagnosis tool.
1070	Bradley JR	2003	PROD OPER MANAG	12	464		Journal	Article	3	Managing cyclic inventories	WOS:000220730200003	inventory; lot-sizing; scheduling; cyclic schedules; changeover	LOT SCHEDULING PROBLEM; DEMAND; SIZES; TIMES	4	Cyclic inventory is the buffer following a machine that cycles over a set of products, each of which is subsequently consumed in a continuous manner. Scheduling such a machine is interesting when the changeover times from one product to another are non-trivial-which is generally the case. This problem has a substantial literature, but the common practices of "lot-splitting" and "maximization of utilization" suggest that many practitioners still do not fully understand the principles of cyclic inventory. This paper is a tutorial that demonstrates those principles. We show that cyclic inventory is directly proportional to cycle length, which in turn is directly proportional to total changeover time, and inversely proportional to machine utilization. We demonstrate the virtue of "maximum changeover policies" in minimizing cyclic inventory-and the difficulty in making the transition to an increased level of demand. In so doing, we explicate the different roles of cyclic inventory, transitional inventory, and safety stock. We demonstrate the interdependence of the products in the cycle-the lot-size for one product cannot be set independently of the remaining products. We also give necessary conditions for consideration of improper schedules (i.e., where a product can appear more than once in the cycle), and demonstrate that both lot-splitting and maximization of utilization are devastatingly counter-productive when changeover time is non-trivial.
1071	Jack EP	2003	PROD OPER MANAG	12	480		Journal	Article	20	Measuring and comparing volume flexibility in the capital goods industry	WOS:000220730200004	volume flexibility; operations strategy; small versus large firms; secondary data; empirical research	MANUFACTURING FLEXIBILITY; UNCERTAINTY; STRATEGIES; SYSTEMS; OUTPUT; DEMAND	4	This paper presents a theoretical framework for measuring volume flexibility and relating these measures to firm performance. We develop four metrics using the principle that a volume flexible firm can handle similar levels of uncertainty (as measured by sales variability) with smaller fluctuations in inputs (as measured by variability in cost of goods sold and variability in inventory levels). Then, using 20 years of Compustat data on 550 firms in the capital goods industry, we find that on three of four process-based measures, small firms are more volume flexible. However, when we incorporate financial performance into our fourth metric, we find that large firms are more volume flexible. We conclude that, to be volume flexible is one thing, but to benefit from this flexibility, firms need to focus on the cost of being flexible.
1072	Baker TK	2003	PROD OPER MANAG	12	502		Journal	Article	9	The benefits of optimizing prices to manage demand in hotel revenue management systems	WOS:000220730200005	pricing; yield management; heuristics; simulation; service operations	YIELD MANAGEMENT; OVERBOOKING; IMPACTS	4	We investigate the revenue impact of a new Price Setting Method (PSM) and compare it with the industry standard Bid Price Method (BPM). This comparison is performed via a simulation that was validated by a major hotel chain. In 27 out of the 32 cases, the PSM outperformed the BPM based on statistically significant tests. The PSM produces an average revenue increase of 34%, which can be thought of as an upper bound on the realistic revenue increase.
1073	Cayirli T	2003	PROD OPER MANAG	12	519		Journal	Review	109	Outpatient scheduling in health care: A review of literature	WOS:000220730200006	health care; service operations; appointment scheduling; outpatient services; queuing systems; simulation	PATIENT WAITING-TIMES; SINGLE-SERVER SYSTEM; APPOINTMENT SYSTEMS; GENERAL-PRACTICE; SERVICE SYSTEM; COMPUTER-SIMULATION; HOSPITAL OUTPATIENT; BROKEN APPOINTMENTS; CUSTOMER ARRIVALS; CLINICS	4	This paper provides a comprehensive survey of research on appointment scheduling in outpatient services. Effective scheduling systems have the goal of matching demand with capacity so that resources are better utilized and patient waiting times are minimized. Our goal is to present general problem formulation and modeling considerations, and to provide taxonomy of methodologies used in previous literature. Current literature fails to develop generally applicable guidelines to design appointment systems, as most studies have suggested highly situation-specific solutions. We identify future research directions that provide opportunities to expand existing knowledge and close the gap between theory and practice.
1074	Corbett CJ	2003	PROD OPER MANAG	12	287		Journal	Editorial Material	16	Environmental management and operations management: Introduction to the third special issue	WOS:000220730000001	introduction; environmental; management; sustainability		3	
1075	Caro F	2003	PROD OPER MANAG	12	290		Journal	Article	6	Evaluating the economic cost of environmental measures in plantation harvesting through the use of mathematical models	WOS:000220730000002	forest management; environment; planning model	PLANNING-MODELS	3	An important issue being discussed for Chilean pine plantation policies is the application of environmental protection measures when managing its timber areas. Typical measures, already in place in more developed countries, include imposing riparian strips and protecting fragile soils from the use of heavy machinery. While environmental protection measures have been considered vital for decades, so far there has been almost no attempt to quantify both the benefits and costs of these measures. This paper attempts to measure the costs associated with the main measures which can help both the forestry firms and the government evaluate the cost impact of the new environmental protection regulations being studied. The analysis for different environmental scenarios is carried out by modifying a mixed integer LP, currently used for tactical planning by one forestry firm.
